Code,Latitude,Longitude,Score,StandardCivicNumber,StandardAddress,StandardCity,StandardStateorProvinceAbbrv,PostalZip,Frequency
H9S1X1,45.441209,-73.738343,2,1,,DORVAL,QC,H9S1X1,1
K1P5J9,45.418826,-75.698447,2,1,,OTTAWA,ON,K1P5J9,1
K1P6M8,45.422043,-75.691083,2,1,,OTTAWA,ON,K1P6M8,1
T1B4E9,50.002857,-110.652472,2,1,,MEDICINE HAT,AB,T1B4E9,1
C9D4F0,,0,0,,,,,C9D4F0,1
V9L9Q8,48.786289,-123.700763,2,1,,,,V9L9Q8,1
G9Y8G0,,0,0,,,,,G9Y8G0,1
S1X5P5,,0,0,,,,,S1X5P5,1
H7N5W5,45.562775,-73.713683,2,1,,LAVAL,QC,H7N5W5,1
C8S9I0,,0,0,,,,,C8S9I0,1
R2P0W9,49.955102,-97.172957,2,1,,WINNIPEG,MB,R2P0W9,1
R2G4H2,49.930841,-97.058335,2,1,,WINNIPEG,MB,R2G4H2,1
H2B3C7,45.577549,-73.643811,2,1,,Sault-au-R密collet,QC,H2B3C7,1
H2B3C2,45.572871,-73.658402,2,1,,Sault-au-R密collet,QC,H2B3C2,1
H2B3B8,45.549961,-73.671748,2,1,,Sault-au-R密collet,QC,H2B3B8,1
H2B3C1,45.572341,-73.658179,2,1,,Sault-au-R密collet,QC,H2B3C1,1
H2B3B9,45.573178,-73.657847,2,1,,Sault-au-R密collet,QC,H2B3B9,1
M5V1E3,43.643492,-79.39852,2,1,,Toronto,ON,M5V1E3,1
H3J1J4,45.48647,-73.573518,2,1,,MONTR問AL,QC,H3J1J4,1
H3J1K4,45.485494,-73.573618,2,1,,MONTR問AL,QC,H3J1K4,1
J4S8M3,45.481231,-73.493329,2,1,,,,J4S8M3,1
T2M7B8,51.068603,-114.086515,2,1,,,,T2M7B8,1
Y8T0J5,,0,0,,,,,Y8T0J5,1
A2P9O5,,0,0,,,,,A2P9O5,1
N8H1N8,42.051073,-82.604138,2,1,,LEAMINGTON,ON,N8H1N8,1
C2B1S4,,0,0,,,,,C2B1S4,1
T9H4Y7,56.721593,-111.453266,2,1,,FORT MCMURRAY,AB,T9H4Y7,1
S3P0R4,,0,0,,,,,S3P0R4,1
C4F3B0,,0,0,,,,,C4F3B0,1
P0T8R4,49.248527,-88.489625,2,1,,,,P0T8R4,1
R2R0N1,49.93116,-97.206817,2,1,,Winnipeg,MB,R2R0N1,1
Y5K8S6,,0,0,,,,,Y5K8S6,1
H4C3E2,45.473889,-73.593844,2,1,,MONTR問AL,QC,H4C3E2,1
H4C3E5,45.473246,-73.594562,2,1,,MONTR問AL,QC,H4C3E5,1
R3B1G7,49.8973,-97.140548,2,1,,Winnipeg,MB,R3B1G7,1
X5M0X2,,0,0,,,,,X5M0X2,1
T3B5S8,51.095168,-114.237347,2,1,,Calgary,AB,T3B5S8,1
R2K3Z9,49.922357,-97.080375,2,1,,Winnipeg,MB,R2K3Z9,1
J9Y7S7,48.162446,-79.076365,2,1,,,,J9Y7S7,1
A8R5J0,,0,0,,,,,A8R5J0,1
R2C3B2,49.895513,-97.044095,2,1,,Winnipeg,MB,R2C3B2,1
T3G4B7,51.085053,-114.139613,2,1,,Calgary,AB,T3G4B7,1
H2W2H4,45.52058,-73.581681,2,1,,MONTR問AL,QC,H2W2H4,1
H2W2E3,45.518028,-73.577343,2,1,,MONTR問AL,QC,H2W2E3,1
H2W2E1,45.517267,-73.57573,2,1,,MONTR問AL,QC,H2W2E1,1
T8V7Y9,55.185954,-118.783401,2,1,,Grande Prairie,AB,T8V7Y9,1
H2T1T7,45.521437,-73.587662,2,1,,MONTR問AL,QC,H2T1T7,1
H2W2L2,45.519363,-73.574652,2,1,,MONTR問AL,QC,H2W2L2,1
H2T1W2,45.521934,-73.587209,2,1,,MONTR問AL,QC,H2T1W2,1
H2X2Y7,45.515475,-73.573111,2,1,,MONTR問AL,QC,H2X2Y7,1
J6E4N1,46.039075,-73.445327,2,1,,SAINT-CHARLES-BORROM問E,QC,J6E4N1,1
A5F3Y4,,0,0,,,,,A5F3Y4,1
X7I3R0,,0,0,,,,,X7I3R0,1
E1U8P6,,0,0,,,,,E1U8P6,1
H2Q5I3,,0,0,,,,,H2Q5I3,1
L4H1J1,43.76007,-79.593656,2,1,,WOODBRIDGE,ON,L4H1J1,1
A2A8S3,48.938101,-55.650687,2,1,,,,A2A8S3,1
R5X4T8,,0,0,,,,,R5X4T8,1
E4I4Q5,,0,0,,,,,E4I4Q5,1
M5T1W1,43.652005,-79.3905,2,1,,TORONTO,ON,M5T1W1,1
H2T1C5,45.527758,-73.59185,2,1,,Montr密al,QC,H2T1C5,1
K8K7B3,,0,0,,,,,K8K7B3,1
X3V0O6,,0,0,,,,,X3V0O6,1
K2C4G3,45.368333,-75.734712,2,1,,OTTAWA,ON,K2C4G3,1
T1B1J5,50.004155,-110.657091,2,1,,Medicine Hat,AB,T1B1J5,1
G6R1K8,46.039248,-72.017544,2,1,,VICTORIAVILLE,QC,G6R1K8,1
T8B8H9,53.47493,-113.284377,2,1,,,,T8B8H9,1
K6D9Z2,,0,0,,,,,K6D9Z2,1
R3E1H9,49.907862,-97.155946,2,1,,Winnipeg,MB,R3E1H9,1
H2J1W3,45.524556,-73.582377,2,1,,MONTR問AL,QC,H2J1W3,1
V6O3S1,,0,0,,,,,V6O3S1,1
X9B2O4,,0,0,,,,,X9B2O4,1
X9D4X8,,0,0,,,,,X9D4X8,1
V4Z2I8,49.125851,-121.83559,2,1,,,,V4Z2I8,1
N5A4V3,43.360886,-80.963201,2,1,,Stratford,ON,N5A4V3,1
R2X1G9,49.940329,-97.183096,2,1,,Winnipeg,MB,R2X1G9,1
H7F3L4,,0,0,,,,,H7F3L4,1
H2W2A6,45.518257,-73.580307,2,1,,MONTR問AL,QC,H2W2A6,1
T5L0Z8,53.58776,-113.541076,2,1,,EDMONTON,AB,T5L0Z8,1
C9R3E6,,0,0,,,,,C9R3E6,1
B3J9L1,44.647492,-63.586911,2,1,,,,B3J9L1,1
H2L3W2,45.523509,-73.574309,2,1,,MONTR問AL,QC,H2L3W2,1
T9W1L2,52.845294,-110.840834,2,1,,WAINWRIGHT,AB,T9W1L2,1
G0R2V0,46.597923,-70.85737,2,1,,Ste-Claire,QC,G0R2V0,1
J2U4K9,,0,0,,,,,J2U4K9,1
B3Z1S6,44.665932,-63.959714,2,1,,BOUTILIERS POINT,NS,B3Z1S6,1
H4K2Z4,45.529004,-73.722338,2,1,,MONTR問AL,QC,H4K2Z4,1
J8Z2B5,45.472395,-75.747467,2,1,,HULL,QC,J8Z2B5,1
J8T7W3,45.488501,-75.702587,2,1,,GATINEAU,QC,J8T7W3,1
J8P1E3,45.484124,-75.652882,2,1,,GATINEAU,QC,J8P1E3,1
J9H4G3,45.388052,-75.843424,2,1,,GATINEAU,QC,J9H4G3,1
J8X3X7,45.425448,-75.730389,2,1,,HULL,QC,J8X3X7,1
J8Y3P2,45.431548,-75.731251,2,1,,GATINEAU,QC,J8Y3P2,1
J9H1A7,45.396365,-75.822648,2,1,,GATINEAU,QC,J9H1A7,1
J8Y3S3,45.455328,-75.733917,2,1,,GATINEAU,QC,J8Y3S3,1
J8V2V7,45.525628,-75.750783,2,1,,CANTLEY,QC,J8V2V7,1
J8Z1T4,45.46525,-75.735211,2,1,,GATINEAU,QC,J8Z1T4,1
J9A1T4,45.420341,-75.760142,2,1,,GATINEAU,QC,J9A1T4,1
J8Z8A4,45.470049,-75.759457,2,1,,,,J8Z8A4,1
J8P1E7,45.484746,-75.6362,2,1,,GATINEAU,QC,J8P1E7,1
J8L4B6,45.612694,-75.431902,2,1,,L&#39;ANGE-GARDIEN,QC,J8L4B6,1
J8Y6T4,45.452414,-75.729756,2,1,,HULL,QC,J8Y6T4,1
J8P1L8,45.481335,-75.637386,2,1,,GATINEAU,QC,J8P1L8,1
V5B1S2,49.28018,-122.968323,2,1,,Burnaby,BC,V5B1S2,1
V5Y3T8,49.268292,-123.104417,2,1,,VANCOUVER,BC,V5Y3T8,1
V1B2R5,50.247072,-119.253467,2,1,,VERNON,BC,V1B2R5,1
K6V2S2,44.599407,-75.681097,2,1,,BROCKVILLE,ON,K6V2S2,1
K0C2H0,44.974193,-75.242839,2,1,,williamsburg,ON,K0C2H0,1
M8Y1G8,43.625383,-79.496279,2,1,,Etobicoke,ON,M8Y1G8,1
L4N2N4,44.371904,-79.702989,2,1,,Barrie,ON,L4N2N4,1
A3A4A4,,0,0,,,,,A3A4A4,1
H3J1N6,45.507204,-73.558707,2,1,,MONTR問AL,QC,H3J1N6,1
E6E5E3,46.083947,-67.203325,2,1,,,,E6E5E3,1
V5Z4R2,49.26501,-123.11583,2,1,,VANCOUVER,BC,V5Z4R2,1
M2N5N2,43.762668,-79.411347,2,1,,NORTH YORK,ON,M2N5N2,1
C5D7C6,,0,0,,,,,C5D7C6,1
V2T7A1,49.039186,-122.347871,2,1,,ABBOTSFORD,BC,V2T7A1,1
T5K0M9,53.540891,-113.522178,2,1,,Edmonton,AB,T5K0M9,1
T8H0T6,53.552218,-113.278415,2,1,,,,T8H0T6,1
T7P7H6,54.154663,-113.856206,2,1,,,,T7P7H6,1
H2B3B1,45.575451,-73.647458,2,1,,Sault-au-R密collet,QC,H2B3B1,1
E7W5Y2,,0,0,,,,,E7W5Y2,1
E5B1D4,45.115688,-67.020717,2,1,,,,E5B1D4,1
H2C2H1,45.553734,-73.651268,2,1,,MONTR問AL,QC,H2C2H1,1
R2V4G6,49.941286,-97.1582,2,1,,Winnipeg,MB,R2V4G6,1
B5B6C3,,0,0,,,,,B5B6C3,1
R3J3V2,49.889926,-97.264132,2,1,,Winnipeg,MB,R3J3V2,1
B2N4B4,45.363814,-63.276247,2,1,,Truro,NS,B2N4B4,1
X8Y2M0,,0,0,,,,,X8Y2M0,1
G7L1F2,,0,0,,,,,G7L1F2,1
G5L6B3,48.439335,-68.525811,2,1,,RIMOUSKI,QC,G5L6B3,1
H3L1C1,45.573451,-73.63743,2,1,,MONTR問AL,QC,H3L1C1,1
H3L3R7,45.550754,-73.670662,2,1,,MONTR問AL,QC,H3L3R7,1
P6W1V7,,0,0,,,,,P6W1V7,1
H3M1K4,45.540687,-73.696298,2,1,,MONTR問AL,QC,H3M1K4,1
C4H2P0,,0,0,,,,,C4H2P0,1
Y0U8I4,,0,0,,,,,Y0U8I4,1
X2R5D2,,0,0,,,,,X2R5D2,1
N5M5H1,,0,0,,,,,N5M5H1,1
N0D3D2,,0,0,,,,,N0D3D2,1
V4H4E4,,0,0,,,,,V4H4E4,1
N4S4B4,43.131122,-80.755281,2,1,,Woodstock,ON,N4S4B4,1
M6Z3G3,,0,0,,,,,M6Z3G3,1
H1I7Q4,,0,0,,,,,H1I7Q4,1
B4G4K2,44.837273,-63.682455,2,1,,,,B4G4K2,1
K8A4R0,45.822646,-77.121374,2,1,,,,K8A4R0,1
R3T1Y7,49.825462,-97.170499,2,1,,Winnipeg,MB,R3T1Y7,1
B3J3Y2,44.650098,-63.580677,2,1,,Halifax,NS,B3J3Y2,1
B4L8X2,,0,0,,,,,B4L8X2,1
T1V1M9,50.581462,-113.872754,2,1,,HIGH RIVER,AB,T1V1M9,1
H2H1T3,45.531487,-73.57123,2,1,,MONTR問AL,QC,H2H1T3,1
Y2I3N2,,0,0,,,,,Y2I3N2,1
T4N6H3,52.28273,-113.817276,2,1,,RED DEER,AB,T4N6H3,1
K1E3J4,45.480314,-75.509884,2,1,,ORL問ANS,ON,K1E3J4,1
R6P1E1,,0,0,,,,,R6P1E1,1
H9N2G5,,0,0,,,,,H9N2G5,1
T1C2B2,50.064731,-110.659981,2,1,,MEDICINE HAT,AB,T1C2B2,1
G6F7T0,,0,0,,,,,G6F7T0,1
K7V5T7,45.472746,-76.685538,2,1,,,,K7V5T7,1
T6H4M6,53.486049,-113.515994,2,1,,EDMONTON,AB,T6H4M6,1
R2C3A4,49.911029,-97.002283,2,1,,Winnipeg,MB,R2C3A4,1
H1N7D6,45.575113,-73.536765,2,1,,,,H1N7D6,1
B3B1R8,44.708904,-63.595213,2,1,,Dartmouth,NS,B3B1R8,1
Y2D1H9,,0,0,,,,,Y2D1H9,1
B4A3Z5,44.730719,-63.661598,2,1,,Bedford,NS,B4A3Z5,1
R3C3Z5,49.889718,-97.145401,2,1,,Winnipeg,MB,R3C3Z5,1
A3K7M7,,0,0,,,,,A3K7M7,1
R7A0M5,49.848449,-99.957068,2,1,,Brandon,MB,R7A0M5,1
B0J3M0,44.524254,-64.311941,2,1,,western shore,NS,B0J3M0,1
T2E6W1,51.10219,-114.040794,2,1,,CALGARY,AB,T2E6W1,1
T0B0A0,52.435874,-111.783115,2,1,,Alliance,AB,T0B0A0,1
R2K2M2,49.931739,-97.098258,2,1,,Winnipeg,MB,R2K2M2,1
E6K2Y8,45.76605,-66.90605,2,1,,HARVEY YORK CO,NB,E6K2Y8,1
H1B3Z8,45.640913,-73.496378,2,1,,POINTE-AUX-TREMBLES,QC,H1B3Z8,1
M1X2P2,43.826304,-79.221658,2,1,,,,M1X2P2,1
R0E2H0,49.748239,-95.218724,2,1,,LACLU,ON,R0E2H0,1
B4N4A9,45.069691,-64.443859,2,1,,NEW MINAS,NS,B4N4A9,1
B4N5G7,45.062615,-64.462751,2,1,,NEW MINAS,NS,B4N5G7,1
H1K4J4,45.604951,-73.558789,2,1,,Anjou,QC,H1K4J4,1
L7D0X4,,0,0,,,,,L7D0X4,1
B2N1Y4,45.362045,-63.280093,2,1,,Truro,NS,B2N1Y4,1
T5Z9T6,53.594526,-113.520688,2,1,,,,T5Z9T6,1
J6N6E9,45.315659,-73.857985,2,1,,,,J6N6E9,1
S4Q3T4,,0,0,,,,,S4Q3T4,1
N8R1P7,42.309135,-82.905401,2,1,,Windsor,ON,N8R1P7,1
C5W4H2,,0,0,,,,,C5W4H2,1
X7A9T0,,0,0,,,,,X7A9T0,1
A2P7K8,,0,0,,,,,A2P7K8,1
V2M1Z2,53.919305,-122.759828,2,1,,Prince George,BC,V2M1Z2,1
H6K4C0,,0,0,,,,,H6K4C0,1
J3I0Z6,,0,0,,,,,J3I0Z6,1
T3E7C4,51.017643,-114.162064,2,1,,Calgary,AB,T3E7C4,1
V9C9I7,48.417696,-123.502504,2,1,,,,V9C9I7,1
R3N1Y6,49.851348,-97.18014,2,1,,Winnipeg,MB,R3N1Y6,1
G0B8G0,47.159722,-62.735438,2,1,,,,G0B8G0,1
P8S0X1,,0,0,,,,,P8S0X1,1
A0O1B3,,0,0,,,,,A0O1B3,1
V4W0V9,49.068579,-122.49775,2,1,,,,V4W0V9,1
P5P2U4,,0,0,,,,,P5P2U4,1
C1Z5S0,,0,0,,,,,C1Z5S0,1
J0S3G6,45.134872,-74.042532,2,1,,,,J0S3G6,1
B5Q9M6,,0,0,,,,,B5Q9M6,1
E5E1D8,44.883755,-66.917951,2,1,,,,E5E1D8,1
P8M9B5,,0,0,,,,,P8M9B5,1
X3P0S9,,0,0,,,,,X3P0S9,1
P7O0F1,,0,0,,,,,P7O0F1,1
J6E4J5,46.027485,-73.425473,2,1,,JOLIETTE,QC,J6E4J5,1
L5G5S5,43.563004,-79.58299,2,1,,,,L5G5S5,1
G2R3R5,,0,0,,,,,G2R3R5,1
H7P0R3,45.57732,-73.802474,2,1,,,,H7P0R3,1
A3H9V9,,0,0,,,,,A3H9V9,1
V8O8J9,,0,0,,,,,V8O8J9,1
C0W9K2,,0,0,,,,,C0W9K2,1
V8A8L7,49.845166,-124.523371,2,1,,,,V8A8L7,1
T5S2B8,53.538584,-113.622514,2,1,,Edmonton,AB,T5S2B8,1
P7F2Y2,,0,0,,,,,P7F2Y2,1
T5J2R7,53.528857,-113.522107,2,1,,EDMONTON,AB,T5J2R7,1
L3Y8T9,44.081986,-79.426176,2,1,,Newmarket,ON,L3Y8T9,1
M3H5D3,43.751408,-79.446234,2,1,,,,M3H5D3,1
J6K8V7,45.354673,-73.729243,2,1,,,,J6K8V7,1
T1N4N2,,0,0,,,,,T1N4N2,1
T2G4X2,51.010367,-114.079177,2,1,,CALGARY,AB,T2G4X2,1
T8V2N2,55.178249,-118.800251,2,1,,GRANDE PRAIRIE,AB,T8V2N2,1
T3O3M4,,0,0,,,,,T3O3M4,1
S8G3K6,,0,0,,,,,S8G3K6,1
B6D1E9,,0,0,,,,,B6D1E9,1
H1X3E2,45.556122,-73.58421,2,1,,Montr密al,QC,H1X3E2,1
X5U5T1,,0,0,,,,,X5U5T1,1
H2T2C8,45.522874,-73.58385,2,1,,MONTR問AL,QC,H2T2C8,1
H2T2C7,45.522724,-73.583523,2,1,,MONTR問AL,QC,H2T2C7,1
Y8A9Y1,,0,0,,,,,Y8A9Y1,1
H2W2J8,45.521837,-73.582921,2,1,,MONTR問AL,QC,H2W2J8,1
H2W2C5,45.520641,-73.584461,2,1,,MONTR問AL,QC,H2W2C5,1
H2T1W9,45.524958,-73.593341,2,1,,MONTR問AL,QC,H2T1W9,1
H2T1V5,45.525346,-73.596445,2,1,,MONTR問AL,QC,H2T1V5,1
H2T2V1,45.524257,-73.596674,2,1,,MONTR問AL,QC,H2T2V1,1
R2J0G3,49.903029,-97.08271,2,1,,Winnipeg,MB,R2J0G3,1
B5B4C3,,0,0,,,,,B5B4C3,1
A1E4F9,47.539302,-52.74861,2,1,,,,A1E4F9,1
H1L5I4,45.600634,-73.5213,2,1,,,,H1L5I4,1
P7B2S4,48.406136,-89.241134,2,1,,Thunder Bay,ON,P7B2S4,1
J4Z9E5,45.469703,-73.450106,2,1,,,,J4Z9E5,1
T2E8Z9,51.116979,-114.034966,2,1,,Calgary,AB,T2E8Z9,1
H2T2C5,45.525227,-73.58986,2,1,,MONTR問AL,QC,H2T2C5,1
H2T2C1,45.524836,-73.590346,2,1,,MONTR問AL,QC,H2T2C1,1
H2T1G1,45.520716,-73.595039,2,1,,MONTR問AL,QC,H2T1G1,1
N8J1V3,,0,0,,,,,N8J1V3,1
C2O6O2,,0,0,,,,,C2O6O2,1
V9F1A8,,0,0,,,,,V9F1A8,1
H4J2G7,45.527169,-73.711805,2,1,,MONTR問AL,QC,H4J2G7,1
N4Q3V1,,0,0,,,,,N4Q3V1,1
H2S2S7,45.533109,-73.605903,2,1,,MONTR問AL,QC,H2S2S7,1
J8D2U6,,0,0,,,,,J8D2U6,1
K0O8O1,,0,0,,,,,K0O8O1,1
H4K1P7,45.531725,-73.727942,2,1,,MONTR問AL,QC,H4K1P7,1
H4K2Y8,45.531725,-73.727941,2,1,,MONTR問AL,QC,H4K2Y8,1
R2E1J5,49.903559,-97.025208,2,1,,EAST ST PAUL,MB,R2E1J5,1
R2R2B9,49.927894,-97.224265,2,1,,WINNIPEG,MB,R2R2B9,1
H2M1Z5,45.555926,-73.646766,2,1,,MONTR問AL,QC,H2M1Z5,1
H2M1B4,45.53547,-73.660309,2,1,,MONTR問AL,QC,H2M1B4,1
H2M1B8,45.556273,-73.645578,2,1,,MONTR問AL,QC,H2M1B8,1
H2M1Z8,45.557521,-73.64689,2,1,,MONTR問AL,QC,H2M1Z8,1
H3L1A1,45.477361,-73.602886,2,1,,MONTR問AL,QC,H3L1A1,1
H3L3A1,45.543544,-73.664791,2,1,,MONTR問AL,QC,H3L3A1,1
H3L1Y1,45.556797,-73.655644,2,1,,MONTR問AL,QC,H3L1Y1,1
H3L2Y9,45.54395,-73.66319,2,1,,MONTR問AL,QC,H3L2Y9,1
S8V0T0,,0,0,,,,,S8V0T0,1
N9G7A8,42.250248,-82.997855,2,1,,,,N9G7A8,1
T8S2A3,56.242493,-117.311825,2,1,,PEACE RIVER,AB,T8S2A3,1
R7N1Z4,51.140682,-100.061522,2,1,,Dauphin,MB,R7N1Z4,1
H2X3E7,45.512197,-73.560171,2,1,,MONTR問AL,QC,H2X3E7,1
E3O8Z8,,0,0,,,,,E3O8Z8,1
M9H4N7,,0,0,,,,,M9H4N7,1
A0F6E3,,0,0,,,,,A0F6E3,1
H2R6G5,45.540545,-73.620004,2,1,,,,H2R6G5,1
C2Z9M8,,0,0,,,,,C2Z9M8,1
G8K3D4,48.659531,-72.440217,2,1,,,,G8K3D4,1
T5K1A9,53.537401,-113.501101,2,1,,Edmonton,AB,T5K1A9,1
H1K4Z1,45.614274,-73.547198,2,1,,ANJOU,QC,H1K4Z1,1
B4N3V7,45.094184,-64.526753,2,1,,KENTVILLE,NS,B4N3V7,1
N8X2E6,42.309768,-83.012622,2,1,,WINDSOR,ON,N8X2E6,1
H1Y3G6,45.548117,-73.563133,2,1,,Montr密al,QC,H1Y3G6,1
H1Y3G5,45.547266,-73.560312,2,1,,Montr密al,QC,H1Y3G5,1
H1Y2B5,45.547406,-73.5694,2,1,,Lachine,QC,H1Y2B5,1
H1X3K3,45.549154,-73.563164,2,1,,MONTR問AL,QC,H1X3K3,1
H1Y3G8,45.548304,-73.568103,2,1,,MONTR問AL,QC,H1Y3G8,1
H4V8V8,45.467622,-73.648345,2,1,,,,H4V8V8,1
H2S2G5,45.536969,-73.599366,2,1,,MONTR問AL,QC,H2S2G5,1
B0T1P0,44.059132,-64.749172,2,1,,MILTON,NS,B0T1P0,1
E7J1Q1,46.52651,-67.620727,2,1,,,,E7J1Q1,1
P8W8W0,,0,0,,,,,P8W8W0,1
B6B6B9,,0,0,,,,,B6B6B9,1
A4A5A7,,0,0,,,,,A4A5A7,1
H2G2Y9,45.545478,-73.604007,2,1,,MONTR問AL,QC,H2G2Y9,1
H2G2Y6,45.544162,-73.601128,2,1,,Montr密al,QC,H2G2Y6,1
N2Q5N2,,0,0,,,,,N2Q5N2,1
K7A9B5,44.900026,-76.017761,2,1,,,,K7A9B5,1
H3L1G6,45.541966,-73.668886,2,1,,MONTR問AL,QC,H3L1G6,1
H3L3T4,45.552843,-73.66303,2,1,,MONTR問AL,QC,H3L3T4,1
K8D2S6,,0,0,,,,,K8D2S6,1
T6C4A5,53.510318,-113.438324,2,1,,Edmonton,AB,T6C4A5,1
C2C9E9,,0,0,,,,,C2C9E9,1
H3M3C2,45.537252,-73.70082,2,1,,MONTR問AL,QC,H3M3C2,1
R2G3T1,49.946231,-97.036994,2,1,,Winnipeg,MB,R2G3T1,1
T1W1N5,51.097008,-115.357607,2,1,,CANMORE,AB,T1W1N5,1
R3B1R3,49.898238,-97.1491,2,1,,Winnipeg,MB,R3B1R3,1
E7X5T4,,0,0,,,,,E7X5T4,1
B2G2C2,45.62254,-61.99057,2,1,,ANTIGONISH,NS,B2G2C2,1
H1W3J9,45.549497,-73.555766,2,1,,MONTR問AL,QC,H1W3J9,1
H2M1L1,45.557724,-73.633472,2,1,,MONTR問AL,QC,H2M1L1,1
H2M2B2,45.557278,-73.635089,2,1,,MONTR問AL,QC,H2M2B2,1
V5G9A4,49.247837,-123.000412,2,1,,,,V5G9A4,1
P2H4U4,,0,0,,,,,P2H4U4,1
K3A8M9,,0,0,,,,,K3A8M9,1
E7C7J1,47.354695,-68.202197,2,1,,,,E7C7J1,1
C0U4A6,,0,0,,,,,C0U4A6,1
Y1B6Q1,,0,0,,,,,Y1B6Q1,1
H1E7E2,45.643404,-73.57357,2,1,,MONTR問AL,QC,H1E7E2,1
J6L9L8,,0,0,,,,,J6L9L8,1
H1B5M4,45.572186,-73.524067,2,1,,POINTE-AUX-TREMBLES,QC,H1B5M4,1
B4V2G8,44.376106,-64.522074,2,1,,Bridgewater,NS,B4V2G8,1
M3W1H4,43.508621,-79.68322,2,1,,,,M3W1H4,1
X4O8V0,,0,0,,,,,X4O8V0,1
M4A2M9,43.712371,-79.313751,2,1,,NORTH YORK,ON,M4A2M9,1
H1A1V1,45.67029,-73.490106,2,1,,POINTE-AUX-TREMBLES,QC,H1A1V1,1
B1A4R6,46.21499,-59.980156,2,1,,GLACE BAY,NS,B1A4R6,1
Y1N5J1,,0,0,,,,,Y1N5J1,1
G1F9R4,,0,0,,,,,G1F9R4,1
S5A0L8,,0,0,,,,,S5A0L8,1
N0V9R8,,0,0,,,,,N0V9R8,1
R3D3I6,,0,0,,,,,R3D3I6,1
G8I3Q8,,0,0,,,,,G8I3Q8,1
E9Q1B2,,0,0,,,,,E9Q1B2,1
B0O6W7,,0,0,,,,,B0O6W7,1
T5L2J7,53.598602,-113.560018,2,1,,Edmonton,AB,T5L2J7,1
Y0L1V8,,0,0,,,,,Y0L1V8,1
H2S2H8,45.535042,-73.597176,2,1,,MONTR問AL,QC,H2S2H8,1
B1S2E4,46.12565,-60.196183,2,1,,SYDNEY,NS,B1S2E4,1
B4H4L2,45.835384,-64.190678,2,1,,AMHERST,NS,B4H4L2,1
E1C6S8,46.107808,-64.80333,2,1,,Moncton,NB,E1C6S8,1
E1A6W8,46.098491,-64.760361,2,1,,Dieppe,NB,E1A6W8,1
E1C5N1,46.087169,-64.784324,2,1,,Moncton,NB,E1C5N1,1
E1C2G7,46.094633,-64.786384,2,1,,Moncton,NB,E1C2G7,1
E1C1B3,46.088116,-64.773816,2,1,,Moncton,NB,E1C1B3,1
H2G3A2,45.542286,-73.60021,2,1,,MONTR問AL,QC,H2G3A2,1
H2G3A7,45.540392,-73.598129,2,1,,MONTR問AL,QC,H2G3A7,1
E9F2A6,,0,0,,,,,E9F2A6,1
N1N1O9,,0,0,,,,,N1N1O9,1
J4Z6H2,45.469703,-73.450106,2,1,,,,J4Z6H2,1
X7H7H4,,0,0,,,,,X7H7H4,1
R0U5U1,,0,0,,,,,R0U5U1,1
M4E3M3,43.672249,-79.283021,2,1,,Toronto,ON,M4E3M3,1
A1Y0I8,47.733679,-53.206285,2,1,,,,A1Y0I8,1
N9U7V9,,0,0,,,,,N9U7V9,1
B0J5R8,44.645742,-63.589438,2,1,,,,B0J5R8,1
E2Z4U4,,0,0,,,,,E2Z4U4,1
R2N5B1,49.809952,-97.099955,2,1,,,,R2N5B1,1
N1O1O1,,0,0,,,,,N1O1O1,1
T5J0B3,53.538701,-113.50335,2,1,,Edmonton,AB,T5J0B3,1
X8C9D6,,0,0,,,,,X8C9D6,1
T6V2X3,53.611899,-113.553904,2,1,,,,T6V2X3,1
M6B1W3,43.704662,-79.457474,2,1,,NORTH YORK,ON,M6B1W3,1
T8H2C8,53.545304,-113.298893,2,1,,SHERWOOD PARK,AB,T8H2C8,1
H1A1T9,45.668917,-73.490123,2,1,,POINTE-AUX-TREMBLES,QC,H1A1T9,1
V0H2W5,49.344331,-119.305241,2,1,,,,V0H2W5,1
H1K1K2,45.613735,-73.549319,2,1,,ANJOU,QC,H1K1K2,1
H1E7G3,45.63776,-73.587378,2,1,,MONTR問AL,QC,H1E7G3,1
C3C1D1,,0,0,,,,,C3C1D1,1
A2B1F5,48.952943,-55.66551,2,1,,,,A2B1F5,1
V3Q5H4,,0,0,,,,,V3Q5H4,1
H9B3M6,45.49828,-73.811698,2,1,,DOLLARD-DES-ORMEAUX,QC,H9B3M6,1
X1M6Z2,,0,0,,,,,X1M6Z2,1
H5M7Q4,,0,0,,,,,H5M7Q4,1
R5Y9O5,,0,0,,,,,R5Y9O5,1
K9Y2M7,,0,0,,,,,K9Y2M7,1
G1R5T8,46.809316,-71.216467,2,1,,QU問BEC,QC,G1R5T8,1
B1N4B6,46.16346,-60.182403,2,1,,,,B1N4B6,1
N2E1N2,43.418216,-80.475261,2,1,,Kitchener,ON,N2E1N2,1
N1T1V1,43.396224,-80.276081,2,1,,Cambridge,ON,N1T1V1,1
H2G2V7,45.549966,-73.610926,2,1,,MONTR問AL,QC,H2G2V7,1
T0L2H0,51.17409,-115.57904,2,1,,BANFF,AB,T0L2H0,1
H1X3G4,45.549724,-73.557929,2,1,,MONTR問AL,QC,H1X3G4,1
T2G2R7,51.017819,-114.062974,2,1,,CALGARY,AB,T2G2R7,1
T5T3H6,53.533348,-113.635373,2,1,,Edmonton,AB,T5T3H6,1
